"Scenario","N_AC","b_X","b_EM","meanX_AC","corX","maic.ate","maic.ate.mcse","maic.lci.mean","maic.lci.mcse","maic.uci.mean","maic.uci.mcse","maic.bias","maic.bias.mcse","maic.mse","maic.mse.mcse","maic.mae","maic.mae.mcse","maic.cov","maic.cov.mcse","maic.empse","maic.empse.mcse","maic.vr","maic.vr.mcse","maic.error.worse.than","maic.error.worse.than.mcse","maic.std.bias","maic.aess.mean","maic.aess.mcse","stc.ate","stc.ate.mcse","stc.lci.mean","stc.lci.mcse","stc.uci.mean","stc.uci.mcse","stc.bias","stc.bias.mcse","stc.mse","stc.mse.mcse","stc.mae","stc.mae.mcse","stc.cov","stc.cov.mcse","stc.empse","stc.empse.mcse","stc.vr","stc.vr.mcse","stc.error.worse.than","stc.error.worse.than.mcse","stc.std.bias","stc.no.convergence","bucher.ate","bucher.ate.mcse","bucher.lci.mean","bucher.lci.mcse","bucher.uci.mean","bucher.uci.mcse","bucher.bias","bucher.bias.mcse","bucher.mse","bucher.mse.mcse","bucher.mae","bucher.mae.mcse","bucher.cov","bucher.cov.mcse","bucher.empse","bucher.empse.mcse","bucher.vr","bucher.vr.mcse","bucher.std.bias"
40,150,0.693147180559945,0.693147180559945,0.45,0.35,-0.0153214380311399,0.00615164899710708,-0.392624001331816,0.00632436432552792,0.361981125269536,0.00600410405426941,-0.0153214380311399,0.00615164899710708,0.038039689061567,0.00161478410530194,0.156523821329442,0.00615164899710708,0.95,0.00689202437604511,0.194532221967489,0.0043520492902573,0.989578195227435,0.0221430190705055,0.384,0.0153799869960933,-7.87604124200076,125.352838574676,0.302739823558236,-0.0591929596525738,0.00715559771531543,-0.478527187102287,0.00727875893487183,0.360141267797139,0.00706012644215824,-0.0591929596525738,0.00715559771531543,0.0546551825571953,0.00240344753337347,0.187375001179706,0.00715559771531543,0.928,0.00817410545564467,0.226279868002939,0.00506230345277342,0.945510388008395,0.0211575642142127,0.495,0.0158105977116616,-26.1591807415253,0,-0.126389414111233,0.00638185920658725,-0.518855891974969,0.00655560612397315,0.266077063752502,0.00621545235443746,-0.126389414111233,0.00638185920658725,0.0566616828051506,0.00247085460988069,0.189272428114283,0.00638185920658725,0.9,0.00948683298050514,0.201812107993308,0.00451491394317383,0.992218357902192,0.0221995607334838,-62.6272701712349
41,300,0.693147180559945,0.693147180559945,0.45,0.35,-0.000373143289730683,0.0044867430571157,-0.291478122534924,0.00453058572811321,0.290731835955463,0.00444981019135932,-0.000373143289730683,0.0044867430571157,0.0201108716332301,0.000915294242291302,0.11403526553654,0.0044867430571157,0.969,0.00548078461536303,0.141883273364326,0.00317419393506846,1.04681597955023,0.023420036939506,0.369,0.0152590628807932,-0.262993149849687,250.910545115766,0.467007260156447,-0.0449953074419212,0.004975966880144,-0.359756945069293,0.00500754447306509,0.269766330185451,0.00495176781054587,-0.0449953074419212,0.004975966880144,0.0267600638376908,0.00122814365328352,0.128993119700182,0.004975966880144,0.947,0.00708456067798138,0.157353889028171,0.00352030051442443,1.02060155127386,0.0228336652080823,0.429,0.0156511660907422,-28.5949764062493,0,-0.109024940996793,0.00463390605895791,-0.410241987422799,0.00468401312573641,0.192192105429213,0.00458629089702431,-0.109024940996793,0.00463390605895791,0.0333380500372379,0.00141390003023248,0.146860648792185,0.00463390605895791,0.9,0.00948683298050514,0.146536976095615,0.00327830596064416,1.04877959567944,0.0234635011324309,-74.4009763963294
42,600,0.693147180559945,0.693147180559945,0.45,0.35,0.00568151335480862,0.00379937348178052,-0.232638301080883,0.00380309165546636,0.2440013277905,0.00379780285395918,0.00568151335480862,0.00379937348178052,0.0144530832092038,0.000642508948142067,0.0961582438714989,0.00379937348178052,0.946,0.00714730718522718,0.120146738840707,0.00268790704290528,1.01204558317715,0.0226415440417896,0.347,0.0150529399121899,4.72881195913381,504.483360218295,0.80034487027994,-0.0368943803029181,0.00409246081522543,-0.288460449479198,0.00409085109777996,0.214671688873362,0.00409637511007423,-0.036894380302918,0.00409246081522543,0.0180926825865678,0.000782864681254105,0.108590301232033,0.00409246081522543,0.939,0.00756828910652864,0.129414974111019,0.00289525478366588,0.991789355760869,0.0221883998834441,0.405,0.0155233694795943,-28.5085868589428,0,-0.102709450054334,0.00394177632050105,-0.347269569377529,0.00394878113985378,0.141850669268861,0.003935814718351,-0.102709450054334,0.00394177632050105,0.0260712940907656,0.00106900038524234,0.130830506242606,0.00394177632050105,0.875,0.0104582503316759,0.124649911997012,0.00278865144062299,1.00102649016539,0.0223949299517285,-82.398333387348
43,150,1.10866262452161,0.693147180559945,0.45,0.35,0.00433831401539047,0.00609786112009418,-0.361810792165471,0.00624118065698669,0.370487420196251,0.00597494185346653,0.00433831401539047,0.00609786112009418,0.0371655472982125,0.00175547222283999,0.152648557857554,0.00609786112009418,0.947,0.00708456067798138,0.192831299948832,0.00431399648651501,0.968796047446556,0.0216771282133606,0.431,0.0156601085564564,2.24979762960767,124.319607821131,0.309247045357009,-0.114005990576757,0.006867214434318,-0.528953700666792,0.00696489662287738,0.300941719513278,0.00679854666746015,-0.114005990576757,0.006867214434318,0.0601088413402062,0.00285676906028872,0.192022033023438,0.006867214434318,0.904,0.00931579304192617,0.217160387932296,0.00485828364377958,0.974910330672327,0.0218153757725692,0.54,0.0157607106438764,-52.4985204080131,0,-0.0850331179911299,0.00632521396418871,-0.468832024818772,0.00645172061734043,0.298765788836513,0.00620393397373867,-0.0850331179911299,0.00632521396418871,0.0471989545163686,0.00230048260851218,0.172685695791124,0.00632521396418871,0.927,0.00822623850857729,0.20002082814739,0.0044748396660015,0.978994881833706,0.0219030691120974,-42.512131750835
44,300,1.10866262452161,0.693147180559945,0.45,0.35,0.00838964796635071,0.00438217271129,-0.274757355773287,0.00442764644412306,0.291536651705988,0.00434227087536171,0.00838964796635071,0.00438217271129,0.0192546204269024,0.000892358596264733,0.11111267382944,0.00438217271129,0.954,0.00662449998113065,0.138576468679119,0.00310021453547223,1.04249598054325,0.0233232293105572,0.407,0.0155354755318271,6.05416492880722,250.930592448775,0.473287869952058,-0.101542938855426,0.00512883983388078,-0.411736719511261,0.00517360230774437,0.20865084180041,0.00509118515007522,-0.101542938855426,0.00512883983388078,0.0365896614749573,0.00168309580610463,0.152817554946978,0.00512883983388078,0.905,0.00927227048785787,0.162188156292629,0.00362845210599321,0.975811333963198,0.0218315960162667,0.56,0.0156971334962789,-62.6081097267153,0,-0.0808364179350129,0.00463615247073963,-0.375886192745931,0.00467939528921011,0.214213356875906,0.0045946110602656,-0.0808364179350129,0.00463615247073963,0.0280069422867773,0.00129990170113147,0.132709352035593,0.00463615247073963,0.927,0.00822623850857729,0.146608013873544,0.00327989520847102,1.02680857337694,0.0229718589698219,-55.1377894012929
45,600,1.10866262452161,0.693147180559945,0.45,0.35,0.000234802248061688,0.00372347058075779,-0.232188734180911,0.00372420603090397,0.232658338677034,0.00372432113234686,0.000234802248061688,0.00372347058075779,0.0138504240646987,0.000588660440711165,0.0945071207498376,0.00372347058075779,0.951,0.00682634602111555,0.117746478358245,0.00263420873100878,1.00712664739986,0.0225314441783057,0.346,0.0150427391122761,0.199413393364767,504.055047488369,0.762876356204299,-0.101480866803411,0.00404788868620816,-0.348999442534531,0.00404784107292918,0.146037708927709,0.00405003717035941,-0.101480866803411,0.00404788868620816,0.0266673837402877,0.0011012609380199,0.131941136349198,0.00404788868620816,0.861,0.0109397897603199,0.128005479632444,0.00286372175852968,0.986577360121333,0.0220717751572663,0.546,0.015744332313566,-79.2785333056084,0,-0.0872987531363825,0.00384693625066561,-0.326912218533428,0.00385036671785024,0.152314712260663,0.0038442281982748,-0.0872987531363825,0.00384693625066561,0.0224051918973355,0.000947446067172812,0.121652467324806,0.00384693625066561,0.886,0.0100500746265886,0.121650805655717,0.00272155582791664,1.0049585273764,0.0224828653591527,-71.7617550215374
46,150,0.400477566597125,1.10866262452161,0.45,0.35,0.00601390823014004,0.00629124550079196,-0.373737504739136,0.00643416356900111,0.385765321199416,0.00617551991613478,0.00601390823014004,0.00629124550079196,0.0395763572734844,0.00169284978106161,0.159998351491722,0.00629124550079196,0.951,0.00682634602111555,0.198946651017892,0.00445080831650699,0.973900692430609,0.0217924253161802,0.352,0.0151028474136502,3.02287482567333,123.968229699245,0.325235183760028,0.13216156500845,0.00721075153022243,-0.288877365252055,0.00725072139832335,0.553200495268954,0.00720309275920784,0.13216156500845,0.00721075153022243,0.0694096219584571,0.00288932709237681,0.212526384017312,0.00721075153022243,0.893,0.00977501918156686,0.228023984770473,0.00510132260375779,0.942092685224783,0.0210816728179302,0.467,0.0157769135131052,57.959501559225,0,-0.181557203964582,0.00655147830293628,-0.575817228960706,0.00669103796391476,0.212702821031541,0.00641850223850459,-0.181557203964582,0.00655147830293628,0.0758419643973279,0.00310589290196516,0.222511880569789,0.00655147830293628,0.844,0.0114744934528719,0.207175934784532,0.00463491277084215,0.970946603859566,0.0217233006379372,-87.634311462577
47,300,0.400477566597125,1.10866262452161,0.45,0.35,-0.00623349063815738,0.00463303521920456,-0.299449642438448,0.00466987218461346,0.286982661162133,0.00460318067578514,-0.00623349063815738,0.00463303521920456,0.0214824067325835,0.000925952740372137,0.117939197388431,0.00463303521920456,0.96,0.00619677335393187,0.146509437724639,0.00327768987582978,1.02111392112053,0.022845031101295,0.251,0.0137112727345057,-4.25466832373835,250.749728337478,0.479412252769899,0.120023391140405,0.00512406233272702,-0.195544802026219,0.00512058886401219,0.435591584307028,0.00513512661771498,0.120023391140405,0.00512406233272702,0.0406353731957247,0.00177432952181106,0.162786065685461,0.00512406233272702,0.881,0.0102390917565964,0.162037078440929,0.00362507221216065,0.993643802271499,0.0222305751132091,0.389,0.0154168414404508,74.0715596055129,0,-0.193418161198771,0.00483902151994135,-0.496810493899128,0.004889982359215,0.109974171501586,0.00479040579211209,-0.193418161198771,0.00483902151994135,0.0608032982226988,0.00206814567229109,0.210051236131347,0.00483902151994135,0.761,0.0134862522592453,0.153023296495846,0.00342341706773326,1.01157702399704,0.022631195305847,-126.397852894263
48,600,0.400477566597125,1.10866262452161,0.45,0.35,-0.000713378941638432,0.00389478507768564,-0.240384302174135,0.00390419608514681,0.238957544290859,0.00388726817867575,-0.000713378941638432,0.00389478507768564,0.0151546903600758,0.000655929819978727,0.0985845013058336,0.00389478507768564,0.956,0.00648567652600714,0.123163918423225,0.00275540698778778,0.992850274920426,0.0222120890820442,0.219,0.0130781879478772,-0.579210982218889,503.788820589543,0.788656620258813,0.126244578022432,0.00416404984244211,-0.126081796882503,0.00415761195258398,0.378570952927368,0.00417250687603993,0.126244578022432,0.00416404984244211,0.0332596652593139,0.00131844436731159,0.15041347623707,0.00416404984244211,0.827,0.011961229033841,0.131678817925823,0.00294590119981138,0.977684293050342,0.0218728180761165,0.406,0.0155294558822903,95.8731100499002,0,-0.186321169002537,0.00409791009394644,-0.432531347155329,0.0041066297744358,0.0598890091502557,0.0040901324578323,-0.186321169002537,0.00409791009394644,0.0514916522894019,0.00169002341779757,0.195324660526002,0.00409791009394644,0.665,0.0149256490646136,0.129587295434653,0.00289910993365921,0.96938319226453,0.0216870021195283,-143.780428766254
49,150,0.693147180559945,1.10866262452161,0.45,0.35,0.00540635312455327,0.00580589053199222,-0.364267486110906,0.00593625836188078,0.375080192360012,0.00569471524618817,0.00540635312455327,0.00580589053199222,0.0337038851587148,0.00155353107672774,0.14559211463587,0.00580589053199222,0.955,0.00655553201502365,0.183598379267021,0.00410743879908474,1.02731063424377,0.0229859640897788,0.343,0.0150116954405557,2.94466277215356,124.96676869977,0.304110766963549,0.139346025242773,0.0068925246287203,-0.274570612008124,0.00692133918534112,0.55326266249367,0.00689106183816093,0.139346025242773,0.00689252462872029,0.0668767036127179,0.00281416114233728,0.207949191152728,0.0068925246287203,0.88,0.0102761860629321,0.217960766555625,0.00487618960909661,0.968916753724629,0.0216808629384496,0.488,0.0158068339650924,63.9317008491117,0,-0.155966642906472,0.00610317509112167,-0.543893519915744,0.00622631425981713,0.2319602341028,0.00598602147799485,-0.155966642906472,0.00610317509112167,0.0615370911462102,0.00247699535679638,0.200633063602493,0.00610317509112167,0.895,0.00969407035254026,0.192999342467502,0.0043177559116463,1.02552428636493,0.0229441249372883,-80.8120073946545
50,300,0.693147180559945,1.10866262452161,0.45,0.35,0.00232372667898859,0.00459456055222591,-0.283639981114122,0.00464153882810572,0.288287434472099,0.00455277919151198,0.00232372667898859,0.00459456055222591,0.021094276387081,0.000903436842981813,0.11727978338129,0.00459456055222591,0.947,0.00708456067798138,0.145292761925949,0.00325047056484567,1.00419683660826,0.0224663725941226,0.304,0.0145459272650457,1.59934097761382,251.331069545727,0.486799315356401,0.135176985463001,0.00519022977365384,-0.175577412972121,0.00519226709109923,0.445931383898123,0.00519549378505016,0.135176985463001,0.00519022977365384,0.0451843640170838,0.00183599902420334,0.172383684347539,0.00519022977365384,0.856,0.0111024321659716,0.164129476643663,0.00367188306961678,0.966012194289454,0.0216123590848312,0.466,0.0157747900144503,82.3599686218947,0,-0.156921522794877,0.00483441577604481,-0.455287251733659,0.00487639554199707,0.141444206143905,0.0047942634707972,-0.156921522794877,0.00483441577604481,0.0479725686360384,0.00178806280875144,0.18230580977628,0.00483441577604481,0.83,0.0118785521003193,0.152877650085521,0.00342015868539293,0.995764978756161,0.0222773676628201,-102.645169327952
51,600,0.693147180559945,1.10866262452161,0.45,0.35,0.00714240006215872,0.00356267077953002,-0.22730392671979,0.00356931086494228,0.241588726844107,0.00355771095058398,0.00714240006215872,0.00356267077953002,0.0127309443388817,0.000574522152828674,0.0896346239133572,0.00356267077953002,0.962,0.00604615580348373,0.112661542166425,0.0025204492071582,1.06174359546761,0.0237533374720347,0.256,0.0138008695378226,6.33969669224651,505.17397282347,0.764867128206029,0.138856988457689,0.00383263048106533,-0.109637278856018,0.0038204261324379,0.387351255771397,0.00384682523413599,0.138856988457689,0.00383263048106532,0.0339556305915254,0.00128529400298486,0.153408438641688,0.00383263048106533,0.823,0.0120694241784768,0.121198417499533,0.00271143505957229,1.0460954999893,0.0234033022040125,0.483,0.0158022466757104,114.569968257403,0,-0.149744344447301,0.00368493036272253,-0.391945389527935,0.00369069108812464,0.0924567006333338,0.00368003489889417,-0.149744344447301,0.00368493036272253,0.0359885017602881,0.0012326961431229,0.161109660378485,0.00368493036272253,0.787,0.0129472390879291,0.116527729653136,0.00260694304523484,1.06047060943514,0.0237247885191117,-128.505330785247
52,150,1.10866262452161,1.10866262452161,0.45,0.35,0.00515790462120159,0.00576787275852983,-0.356046825363764,0.00586660203105421,0.366362634606167,0.00568466833107887,0.00515790462120159,0.00576787275852983,0.0332616917825133,0.00143805413001912,0.14709917360555,0.00576787275852983,0.953,0.00669260786241059,0.182396151709926,0.00408054272226177,1.01039145955367,0.0226066984914797,0.398,0.0154788888490098,2.827858248569,124.525800840425,0.310241969443856,0.111153975744675,0.00715997916639451,-0.299508421414891,0.00717128839342103,0.521816372904241,0.00717840535064039,0.111153975744675,0.00715997916639451,0.063569242685388,0.00280554499336709,0.20244378316825,0.00715997916639451,0.896,0.00965318600255895,0.226418421651604,0.00506540315678253,0.925390609807138,0.0207074497132323,0.522,0.0157960754619621,49.0922845119513,0,-0.123153970191953,0.00611896586276815,-0.50465877409632,0.00622517313198377,0.258350833712415,0.00601726104145901,-0.123153970191953,0.00611896586276815,0.0525712018605325,0.00223764267722188,0.18468325755149,0.00611896586276815,0.922,0.00848033018225116,0.193498690511646,0.0043289272604292,1.00594419692827,0.0225057612251325,-63.6458933475521
53,300,1.10866262452161,1.10866262452161,0.45,0.35,0.00191550424506835,0.00440840650885765,-0.278432848610585,0.00444818565726524,0.282263857100722,0.00437275849979258,0.00191550424506835,0.00440840650885765,0.0194182830559041,0.000895423364053404,0.109412963846137,0.00440840650885765,0.951,0.00682634602111555,0.139406054199014,0.00311877391363876,1.02604942859524,0.0229551180857695,0.318,0.0147267104269759,1.3740466696904,251.410552280081,0.470836454943537,0.111746199555571,0.00492605992096436,-0.195787957343346,0.00492703976600423,0.419280356454488,0.00493239567788266,0.111746199555571,0.00492605992096436,0.0367290133936999,0.0015359911031412,0.154354344746886,0.00492605992096436,0.893,0.00977501918156686,0.155775692407164,0.00348499330714085,1.00726925291837,0.0225353496020012,0.479,0.015797436500901,71.735325215882,0,-0.127037593156128,0.004646529006296,-0.42067209189827,0.0046854545063466,0.166596905586014,0.00460907406455707,-0.127037593156128,0.004646529006296,0.0377071916494456,0.00150944934376274,0.157840378444584,0.004646529006296,0.866,0.0107723720693262,0.146936148739342,0.00328723619854127,1.01960119385825,0.0228105813045945,-86.457685359296
54,600,1.10866262452161,1.10866262452161,0.45,0.35,-0.000177651868901036,0.00350076865647018,-0.230372903924081,0.00350466453887032,0.230017600186278,0.00349820548090559,-0.000177651868901036,0.00350076865647018,0.0122431573651244,0.000553401545326263,0.0885144012274891,0.00350076865647018,0.964,0.00589101010014412,0.110704025157733,0.00247665589403928,1.06092542842387,0.0237350002116548,0.288,0.0143197765345692,-0.160474624701237,504.803349575632,0.763783512500056,0.119106046362803,0.0038019130406249,-0.126309558023103,0.00378322260607367,0.364521650748709,0.00382245918858595,0.119106046362803,0.0038019130406249,0.0286263385058833,0.00116796300198661,0.138379993463415,0.0038019130406249,0.86,0.0109726933794762,0.120227046742709,0.00268970368072897,1.0414823227335,0.0233000866472608,0.472,0.0157865765763195,99.0675971752799,0,-0.128662054979594,0.00362072711692498,-0.367079859479675,0.00362287534284017,0.109755749520488,0.003619237579222,-0.128662054979594,0.00362072711692498,0.0296504795819526,0.00109381741840601,0.143380960189612,0.00362072711692498,0.829,0.0119062588582644,0.114497444754177,0.00256152177844331,1.06241648001437,0.0237683009542043,-112.371114705509
55,150,0.400477566597125,0.400477566597125,0.3,0,-0.00979262467888611,0.00875618936833395,-0.524368337038624,0.00913579315389989,0.504783087680851,0.00879535188294952,-0.00979262467888611,0.00875618936833395,0.0766900768999719,0.00323867169775694,0.223683603193617,0.00875618936833395,0.941,0.00745110730026082,0.276895020276863,0.00619465898391423,0.948169644907354,0.021308863367937,0.491,0.0158088266484265,-3.53658388984194,62.9560527370283,0.371555747676175,-0.0671614865877543,0.00932253536266353,-0.612200133305892,0.00971540017495615,0.477877160130383,0.00904642096697485,-0.0671614865877543,0.00932253536266353,0.0913334212032009,0.0040053023557032,0.241694746078816,0.00932253536266353,0.93,0.00806845710157772,0.294804453134806,0.00659532646084947,0.943289862627805,0.021130298794552,0.54,0.0157607106438764,-22.7817069496719,0,-0.171639410685708,0.00690854835777396,-0.590123283196916,0.00721451808214845,0.246844461825499,0.00661630081226329,-0.171639410685708,0.00690854835777396,0.0771403996718267,0.00341232520306667,0.221916629561464,0.00690854835777396,0.878,0.0103496859855746,0.218467481359815,0.00488752576606657,0.977335857639605,0.0218691291987133,-78.5651986361387
56,300,0.400477566597125,0.400477566597125,0.3,0,-0.00523076779503887,0.00627335373416278,-0.396979409345348,0.00643948105215636,0.38651787375527,0.00630681345397997,-0.00523076779503887,0.00627335373416278,0.0393429730385858,0.00169661451803597,0.158845271536402,0.00627335373416278,0.948,0.00702111102319284,0.198380863678768,0.00443815059655311,1.0075338162383,0.0225753987863544,0.394,0.0154519901630826,-2.63673002427738,123.763541054858,0.556666913771134,-0.041067861824914,0.00637656142199904,-0.43798433086422,0.00648492214609833,0.355848607214392,0.0063026255217699,-0.041067861824914,0.00637656142199904,0.0423064443078282,0.00180640060212756,0.164014958778116,0.00637656142199904,0.949,0.00695693898205238,0.201644577334791,0.00451116596931058,1.00430235444735,0.0224735145275846,0.405,0.0155233694795943,-20.366459821396,0,-0.175431097638771,0.00496271440202097,-0.495569749711647,0.00504756770613385,0.144707554434105,0.00488312179195536,-0.175431097638771,0.00496271440202097,0.0553799757205342,0.00200902742165267,0.19586305310042,0.00496271440202097,0.828,0.0119338174948337,0.156934808873068,0.0035109249083005,1.04080827919708,0.0232856264780935,-111.785969536346
57,600,0.400477566597125,0.400477566597125,0.3,0,-0.0055438589781569,0.00489175683791134,-0.309710489321329,0.00492788162244054,0.298622771365015,0.00491214750704727,-0.0055438589781569,0.00489175683791134,0.0239360900486608,0.0010902454384019,0.123265972121763,0.00489175683791134,0.954,0.00662449998113065,0.154690933675029,0.00346072522742357,1.00322562067233,0.0224508736220361,0.278,0.0141674274305535,-3.58382928233098,248.533629995592,0.939872695866968,-0.0408899313844548,0.00488619726947517,-0.344860636532432,0.0049103179122609,0.263080773763522,0.0048727945869032,-0.0408899313844548,0.00488619726947517,0.0255230353210958,0.00117296165095022,0.127075562542433,0.00488619726947517,0.941,0.00745110730026082,0.154515124684371,0.00345679205180218,1.00372015098313,0.0224563304494617,0.268,0.0140062843038402,-26.4633843890564,0,-0.174491202016748,0.00414473950660697,-0.432952341144523,0.00416000641161727,0.0839699371110276,0.00413168168103997,-0.174491202016748,0.00414473950660697,0.0476088662933005,0.00166273760902993,0.186441744797403,0.00414473950660697,0.742,0.0138360398958662,0.131068171489605,0.00293223989803596,1.00612032483817,0.0225090110259709,-133.130110867982
58,150,0.693147180559945,0.400477566597125,0.3,0,-0.00833172983493851,0.00824190725168399,-0.497395354356382,0.00854811644848418,0.480731894686505,0.00831029894685954,-0.00833172983493851,0.00824190725168399,0.0679305238322581,0.00300729703585794,0.207939148313628,0.00824190725168399,0.94,0.00750999334220744,0.2606319917918,0.00583082464911862,0.957391457617049,0.0214997128759481,0.488,0.0158068339650924,-3.19674103614805,62.7660133792578,0.353887957238846,-0.115923200743885,0.00896360167732537,-0.649039663002179,0.00926390992828634,0.41719326151441,0.00877325183150657,-0.115923200743885,0.00896360167732537,0.0937039973454275,0.00419515328707829,0.243934228531677,0.00896360167732537,0.929,0.00812151463706124,0.283453973388538,0.00634139502047308,0.959602682229484,0.0214924263744893,0.564,0.0156813264745046,-40.8966575271765,0,-0.164022134889245,0.00646224683133906,-0.571292543349438,0.00670838781138046,0.243248273570949,0.00622836690702001,-0.164022134889245,0.00646224683133906,0.0686221342086682,0.00314250625299076,0.208529119638358,0.00646224683133906,0.884,0.0101264011376204,0.204354187892374,0.00457178502041038,1.01683672425167,0.0227518452330963,-80.2636523287839
59,300,0.693147180559945,0.400477566597125,0.3,0,0.000398539671465677,0.00597532199203588,-0.369587625370448,0.00607706844683814,0.37038470471338,0.00602982785618259,0.000398539671465677,0.00597532199203588,0.0356689272694688,0.00159083222184288,0.150168830283676,0.00597532199203588,0.948,0.00702111102319284,0.188956272477279,0.00422730488145989,0.999024365825325,0.0223744834184309,0.399,0.0154854447788883,0.210916349185286,124.652753285245,0.548621078980164,-0.0907897335355111,0.00640645891934222,-0.478344124498399,0.00653473224278727,0.296764657427376,0.00631118628373838,-0.0907897335355111,0.00640645891934222,0.0492444488847834,0.00228547667127299,0.175040596842223,0.00640645891934222,0.919,0.00862780389206894,0.202590019214224,0.00453231727071839,0.976037547784689,0.0218409724647501,0.465,0.0157726028289563,-44.8145144996052,0,-0.154101842568372,0.00514622480256141,-0.465420341043834,0.00523411620222859,0.157216655907091,0.00506219654831127,-0.154101842568372,0.00514622480256141,0.0502045239717469,0.002023660354996,0.183252148223798,0.00514622480256141,0.839,0.0116223491601311,0.162737917273444,0.00364075128636636,0.976041047919188,0.0218364872567057,-94.6932621175425
60,600,0.693147180559945,0.400477566597125,0.3,0,0.00189664464804412,0.00469100287270412,-0.288263110018393,0.00470105332608874,0.292056399314482,0.00473241039328853,0.00189664464804412,0.00469100287270412,0.0219870997046875,0.00100483300447805,0.117168250692383,0.00469100287270412,0.949,0.00695693898205238,0.148342535881379,0.00331869970675304,0.997983556160549,0.0223327074799238,0.31,0.0146253205093085,1.27855752011733,248.474388238605,0.952579786950374,-0.0858938633721112,0.00487080703400562,-0.383425412219977,0.00489620081125561,0.211637685475754,0.00485665309958115,-0.0858938633721112,0.00487080703400562,0.031078792166343,0.00143096951657423,0.140533213677481,0.00487080703400562,0.907,0.00918428004799505,0.15402844270627,0.00344590406658331,0.985562130049613,0.0220501381630125,0.388,0.0154096073927923,-55.7649365681829,0,-0.157585154425992,0.00417807258665799,-0.409143887181846,0.0041927205216086,0.0939735783298628,0.00416509570942333,-0.157585154425992,0.00417807258665799,0.0422719151443072,0.00154131116452188,0.171464132820464,0.00417807258665799,0.763,0.0134473417447464,0.132122256033505,0.00295582173884748,0.971438533613913,0.0217330577789376,-119.272224950526
61,150,1.10866262452161,0.400477566597125,0.3,0,-0.000185975311634556,0.00798591898748701,-0.463624082974312,0.00814198245719705,0.463252132351043,0.00810776763782607,-0.000185975311634556,0.00798591898748701,0.0637111617594473,0.00294532420544336,0.201077974927059,0.00798591898748701,0.926,0.00827792244467173,0.252536932100446,0.00564972303814625,0.936308036272279,0.0210012513965675,0.494,0.0158102498398982,-0.0736428173446666,62.2262633659464,0.355877103990929,-0.187054355107116,0.00893456309327128,-0.712334206145924,0.00921668499534001,0.338225495931691,0.00876918809622236,-0.187054355107116,0.00893456309327128,0.114735923014517,0.00519178633782436,0.268469275225276,0.00893456309327128,0.885,0.0100883596287999,0.282535692732166,0.00632085136637608,0.948569881772199,0.0212466974441028,0.602,0.0154788888490098,-66.2055662059084,0,-0.142698679142819,0.00659603497158378,-0.53836726307236,0.00679132463232928,0.252969904786723,0.00640917191733988,-0.142698679142819,0.00659603497158378,0.063827082698115,0.00280622753971049,0.202455508670662,0.00659603497158378,0.893,0.00977501918156686,0.208584940363288,0.00466643485837589,0.967833227324908,0.0216543458398257,-68.4127429786079
62,300,1.10866262452161,0.400477566597125,0.3,0,-0.00514726379495764,0.0058148980848933,-0.355523218258957,0.0058507910522456,0.345228690669042,0.00588793250920573,-0.00514726379495764,0.0058148980848933,0.033805721022533,0.00148933757367069,0.147717479595008,0.0058148980848933,0.932,0.00796090447122687,0.18388322310014,0.00411381128786434,0.97217420891627,0.0217647883499029,0.429,0.0156511660907422,-2.79920250916775,125.039453791948,0.586060435918781,-0.178472644973254,0.00635705500022641,-0.55864395800553,0.0064537515333946,0.201698668059023,0.0062942585022328,-0.178472644973254,0.00635705500022641,0.0722242211313768,0.00318150765334167,0.215348138678308,0.00635705500022641,0.848,0.0113532374237483,0.201027730116777,0.00449736594446018,0.964884395466768,0.0215913041015142,0.599,0.0154983547513922,-88.7801125096421,0,-0.137445975202164,0.00514896357161258,-0.43989523328827,0.005219747123284,0.165003282883942,0.0050812368298959,-0.137445975202164,0.00514896357161258,0.0453767101352054,0.00189856305421798,0.17209303546122,0.00514896357161258,0.839,0.0116223491601311,0.162824524755313,0.00364268885756246,0.947729967241156,0.0212029477873112,-84.4135583436912
63,600,1.10866262452161,0.400477566597125,0.3,0,-0.00658488647609344,0.0044721572145389,-0.283293499584368,0.00444145943965368,0.270123726632181,0.00454119257902887,-0.00658488647609344,0.0044721572145389,0.0200235506913038,0.000909485538387711,0.113104246326023,0.0044721572145389,0.952,0.00675988165576884,0.141422028522972,0.00316387502612811,0.998291846958386,0.0223379091935477,0.331,0.0148808265899445,-4.65619574607064,248.087553770553,0.935841454604543,-0.170483530787672,0.00476762533923888,-0.46170474322829,0.00478682793206869,0.120737681652946,0.00475849054492673,-0.170483530787672,0.00476762533923888,0.0517721553938084,0.00199194949292387,0.187390888205734,0.00476762533923888,0.794,0.0127892142057282,0.150765551023278,0.0033729070828984,0.985536686070782,0.0220494103985929,0.599,0.0154983547513922,-113.078571086408,0,-0.141676783099627,0.0039475778447365,-0.38636379415799,0.00395839478445551,0.103010227958736,0.00393805914638828,-0.141676783099627,0.0039475778447365,0.0356400983388729,0.00138605062500285,0.156464044081753,0.0039475778447365,0.804,0.0125532465920175,0.124833372301859,0.0027927557904393,1.00007396639712,0.0223736453817479,-113.492714718176
