"Scenario","N_AC","b_X","b_EM","meanX_AC","corX","maic.ate","maic.ate.mcse","maic.lci.mean","maic.lci.mcse","maic.uci.mean","maic.uci.mcse","maic.bias","maic.bias.mcse","maic.mse","maic.mse.mcse","maic.mae","maic.mae.mcse","maic.cov","maic.cov.mcse","maic.empse","maic.empse.mcse","maic.vr","maic.vr.mcse","maic.error.worse.than","maic.error.worse.than.mcse","maic.std.bias","maic.aess.mean","maic.aess.mcse","stc.ate","stc.ate.mcse","stc.lci.mean","stc.lci.mcse","stc.uci.mean","stc.uci.mcse","stc.bias","stc.bias.mcse","stc.mse","stc.mse.mcse","stc.mae","stc.mae.mcse","stc.cov","stc.cov.mcse","stc.empse","stc.empse.mcse","stc.vr","stc.vr.mcse","stc.error.worse.than","stc.error.worse.than.mcse","stc.std.bias","stc.no.convergence","bucher.ate","bucher.ate.mcse","bucher.lci.mean","bucher.lci.mcse","bucher.uci.mean","bucher.uci.mcse","bucher.bias","bucher.bias.mcse","bucher.mse","bucher.mse.mcse","bucher.mae","bucher.mae.mcse","bucher.cov","bucher.cov.mcse","bucher.empse","bucher.empse.mcse","bucher.vr","bucher.vr.mcse","bucher.std.bias"
84,600,0.400477566597125,0.400477566597125,0.3,0.35,-0.00451916268801237,0.00446225870590862,-0.28469927303895,0.00447577390831252,0.275660947662925,0.00447614175906694,-0.00451916268801237,0.00446225870590862,0.0199122638370995,0.000924059757302284,0.11072980288977,0.00446225870590862,0.948,0.00702111102319284,0.141109010195867,0.00315687222127379,1.01305836151255,0.0226670198881891,0.266,0.0139729739139526,-3.2026039171698,308.433696607238,0.950466183511206,-0.0657907188099867,0.00466422734334244,-0.356389495439716,0.00468384608215504,0.224808057819743,0.00465291683795889,-0.0657907188099867,0.00466422734334244,0.0260616803752077,0.00110812290932685,0.1304237897159,0.00466422734334244,0.932,0.00796090447122687,0.147495819297983,0.0032997570746865,1.00523124728564,0.0224898199396369,0.339,0.0149692685192029,-44.6051414359554,0,-0.159399444499427,0.00420018144381354,-0.417238907279262,0.0042146416298817,0.0984400182804074,0.00418766937412037,-0.159399444499427,0.00420018144381354,0.0430320655435206,0.00154720094536769,0.174845898619932,0.00420018144381354,0.781,0.0130781879478772,0.132821399484253,0.00297146288419525,0.99045156990754,0.0221584456950444,-120.01036362994
85,150,0.693147180559945,0.400477566597125,0.3,0.35,0.00446854348184865,0.00708096936401789,-0.43423664018903,0.0072408315428944,0.443173727152728,0.00711030809087334,0.00446854348184865,0.00708096936401789,0.0501099548878749,0.00263800152459843,0.174724001460193,0.00708096936401789,0.951,0.00682634602111555,0.223919912321705,0.00500950683459018,0.999613147444896,0.0223974750006371,0.437,0.0156853753541316,1.99559897800814,77.1557737878802,0.38995061394358,-0.157610332006396,0.00833569231256875,-0.658357055334443,0.00863139032969487,0.343136391321652,0.00813783567160815,-0.157610332006396,0.00833569231256875,0.0942552993186542,0.00438290029421067,0.244001524723297,0.00833569231256875,0.901,0.00944452222190196,0.263597735820735,0.00589717388455976,0.969233350800276,0.0217039652361638,0.585,0.0155812387184075,-59.7919900623054,0,-0.131728927943703,0.00660993701954022,-0.537014139321141,0.00682123093180954,0.273556283433735,0.00640905018360626,-0.131728927943703,0.00660993701954022,0.0610000865920832,0.00274840064338608,0.197472953683295,0.00660993701954022,0.918,0.00867617427210864,0.20902456172012,0.00467627000956387,0.989271150890866,0.0221344629933038,-63.0207889731569
86,300,0.693147180559945,0.400477566597125,0.3,0.35,0.00694584102447635,0.00522310051325323,-0.328016976632704,0.00527302515254076,0.341908658681657,0.00525367209924663,0.00694584102447635,0.00522310051325323,0.0273017429001119,0.00119018346194623,0.132187260625054,0.00522310051325323,0.951,0.00682634602111555,0.165168940698747,0.003695137822775,1.03471352673868,0.0231594415664906,0.392,0.015438134602341,4.20529489085054,155.059212431501,0.594854302334188,-0.144555227883983,0.00586965148560955,-0.510458144301065,0.0059625704332479,0.2213476885331,0.00580258151962339,-0.144555227883983,0.00586965148560955,0.055314569662546,0.00240016634913693,0.187993981930117,0.00586965148560955,0.88,0.0102761860629321,0.185614677659172,0.00415254716158509,1.00578571823276,0.0225050661743239,0.562,0.0156893594515519,-77.8792009915383,0,-0.137659829301802,0.00488556207566067,-0.448130762442264,0.00496658270871935,0.172811103838661,0.00480824510226845,-0.137659829301802,0.00488556207566067,0.0427950766817399,0.0016970459154935,0.168888951121304,0.00488556207566067,0.869,0.0106695360723885,0.154495038092276,0.00345634267720508,1.02531738254018,0.0229388515127195,-89.1030747664407
87,600,0.693147180559945,0.400477566597125,0.3,0.35,0.00625327876026011,0.00412170698187646,-0.260859360841077,0.00411300490908943,0.273365918361597,0.00415510893376056,0.00625327876026011,0.00412170698187646,0.0170105834712583,0.000736080010326898,0.103704467871045,0.00412170698187646,0.957,0.00641490451994416,0.13033981910548,0.00291594529427144,1.04560881068108,0.0233948184630806,0.302,0.0145188153786733,4.79767334585568,308.812868904466,1.02854996961467,-0.136644999256804,0.00443423543283631,-0.42044376650553,0.00445461860375087,0.147153767991922,0.00442280415024268,-0.136644999256804,0.00443423543283631,0.0383146372518392,0.0014576323122797,0.162061350369582,0.00443423543283631,0.849,0.0113224997240009,0.140222836491853,0.00313704685969311,1.03262745021807,0.0231027730150631,0.529,0.0157847711418316,-97.4484632285577,0,-0.135617798710721,0.00387666684785435,-0.386447803031757,0.00388737144337499,0.115212205610315,0.00386750353571972,-0.135617798710721,0.00387666684785435,0.0334057046305455,0.00124281600306925,0.152147604061575,0.00387666684785435,0.828,0.0119338174948337,0.122590969688852,0.00274258905404106,1.04393369209722,0.023354895231893,-110.626254980226
88,150,1.10866262452161,0.400477566597125,0.3,0.35,0.0189248457485226,0.00695561225838686,-0.397103946320508,0.00708047463270291,0.434953637817553,0.00696780388148863,0.0189248457485226,0.00695561225838686,0.048690311133738,0.00218978240214599,0.178718958033347,0.00695561225838686,0.942,0.00739161687318817,0.219955772574901,0.00492082162143079,0.965028040395924,0.0216126538134859,0.493,0.0158098387088547,8.60393229374246,77.8485457289692,0.371416365559686,-0.249793765613112,0.0081560754232248,-0.741118328367874,0.00839860891483148,0.24153079714165,0.00799701048075436,-0.249793765613112,0.0081560754232248,0.128851970082201,0.00523525196098474,0.292357797559783,0.0081560754232248,0.826,0.0119884944842962,0.257917751055121,0.00577010201226094,0.971939320227426,0.0217608614226094,0.672,0.0148464137083674,-96.8501642834684,0,-0.103814943512886,0.00673734357038431,-0.498530353543074,0.00690548445083075,0.290900466517302,0.00657610402570242,-0.103814943512886,0.00673734357038431,0.0561239490835971,0.00265509109062657,0.187941454844047,0.00673734357038431,0.918,0.00867617427210864,0.213053510615054,0.00476640512446329,0.945251328042209,0.0211486822168328,-48.727168687898
89,300,1.10866262452161,0.400477566597125,0.3,0.35,-0.00117225446129497,0.0051510419806323,-0.321931868286117,0.00517850043089639,0.319587359363527,0.00518059701736152,-0.00117225446129497,0.0051510419806323,0.0265080744332721,0.00127518693839586,0.12843552653757,0.0051510419806323,0.938,0.00762600813007697,0.16289024981943,0.00364415925005452,1.00470022971171,0.0224842351424081,0.397,0.0154722655096143,-0.719659072654416,155.519194932003,0.608063813904406,-0.245148946530203,0.00587034564654078,-0.604908292806868,0.0059530987854184,0.114610399746462,0.00581503834062503,-0.245148946530203,0.00587034564654078,0.0945245030367187,0.00344473003209665,0.260736002454978,0.00587034564654078,0.747,0.0137473997541353,0.185636628955226,0.00415303825309397,0.988781474635818,0.0221247394380675,0.735,0.0139561814261638,-132.058499397406,0,-0.111592781871534,0.00501119914401425,-0.414351507589565,0.00507324621986202,0.191165943846497,0.00495168814896956,-0.111592781871534,0.00501119914401425,0.037539953709936,0.00159990655414668,0.157256418393188,0.00501119914401425,0.884,0.0101264011376204,0.158468031037712,0.00354522595296014,0.974780686370356,0.0218080408490945,-70.4197440586471
90,600,1.10866262452161,0.400477566597125,0.3,0.35,0.00295289056842197,0.00417286640349218,-0.254450257046448,0.00414536999134282,0.260356038183292,0.00421824192193303,0.00295289056842197,0.00417286640349218,0.0174041207700815,0.000772482461629227,0.106195239486877,0.00417286640349218,0.949,0.00695693898205238,0.131957622066305,0.00295213856938148,0.995247926655421,0.0222673908841588,0.375,0.0153093108923949,2.23775672991305,308.716425633734,0.987529608171612,-0.239690279496708,0.00436873068982334,-0.518222366099429,0.0043723972451824,0.0388418071060134,0.00437378676624513,-0.239690279496708,0.00436873068982334,0.076518152117574,0.002263838247805,0.244437207176456,0.00436873068982334,0.603,0.0154722655096143,0.138151394637203,0.00309070483490071,1.02866003736847,0.0230139674471184,0.817,0.0122274690758145,-173.498269869916,0,-0.111155812569043,0.0039692452001461,-0.355608538762482,0.00397452405272501,0.133296913624397,0.00396500886080541,-0.111155812569043,0.0039692452001461,0.0280947672193081,0.00110549524184771,0.136471742492345,0.0039692452001461,0.85,0.0112915897906362,0.125518554241526,0.002808084590697,0.993662420982125,0.0222301814087416,-88.5572760463397
91,150,0.400477566597125,0.693147180559945,0.3,0.35,-0.00164105398848337,0.00739221141842281,-0.449790790565514,0.00771757388785572,0.446508682588547,0.00726255261739929,-0.00164105398848337,0.00739221141842281,0.054592837923199,0.00254615384012066,0.186813093198811,0.00739221141842281,0.938,0.00762600813007697,0.233762250277201,0.00522969832513331,0.978139224993339,0.0219223817769514,0.317,0.0147143127600306,-0.702018391137736,77.6343085439063,0.39366263176435,-0.00661451810188729,0.00841696248618469,-0.506219120280048,0.00865605056591146,0.492990084076274,0.00827713133609046,-0.00661451810188729,0.00841696248618469,0.0708181640860667,0.00316932889663989,0.213293400305786,0.00841696248618469,0.945,0.00720936890441875,0.266167724365372,0.00595466933034522,0.957685578822754,0.0214453949943966,0.365,0.0152241584332271,-2.48509398262257,0,-0.247415817967617,0.00665614877552181,-0.658306326819785,0.00686385910700959,0.16347469088455,0.00646053723392495,-0.247415817967617,0.00665614877552181,0.105474599185944,0.00396780909842011,0.271536061404411,0.00665614877552181,0.79,0.0128802173894698,0.210485905755897,0.00470896300617596,0.995990045918411,0.0222850276805732,-117.545076036848
92,300,0.400477566597125,0.693147180559945,0.3,0.35,-0.00505906675896759,0.00551228778579336,-0.346943141638501,0.00560318033698055,0.336825008120566,0.00548610357882949,-0.00505906675896759,0.00551228778579336,0.0303805254732449,0.00137607349532442,0.137917100755474,0.00551228778579336,0.946,0.00714730718522718,0.174313845214334,0.00389972642410801,1.00068847369693,0.0223961490349068,0.214,0.0129693484801666,-2.90227477498821,155.516288416336,0.593586373323554,-0.00722011283892953,0.00606015392273155,-0.373623447332102,0.00612045467177861,0.359183221654243,0.00602592112071737,-0.00722011283892953,0.00606015392273155,0.0367408701310383,0.00156767493599044,0.153353620625601,0.00606015392273155,0.941,0.00745110730026082,0.191638893670358,0.0042873201300459,0.975500893060092,0.0218274370369099,0.241,0.0135247550809617,-3.76756132361576,0,-0.256262248102628,0.00515820006824108,-0.570882706925064,0.00524251022903523,0.0583582107198086,0.00507783261528364,-0.256262248102628,0.00515820006824108,0.0922507607186709,0.0030367200190902,0.261826660840879,0.00515820006824108,0.648,0.0151028474136502,0.163116608424778,0.00364922331500882,0.984103295582205,0.0220168546750414,-157.103712845283
93,600,0.400477566597125,0.693147180559945,0.3,0.35,-0.00235749867786491,0.00428635485719738,-0.274497415878109,0.00430824801092897,0.26978241852238,0.00428536277309909,-0.00235749867786491,0.00428635485719738,0.0183600229238739,0.000834780631540947,0.107338482359989,0.00428635485719738,0.959,0.00627048642451286,0.135546442084695,0.00303242717892867,1.02436807478257,0.0229192344730629,0.148,0.0112292475259921,-1.73925529995973,307.903012585544,0.962979148570178,-0.00378883091591905,0.00454628547581201,-0.288646852765615,0.00456727286609982,0.281069190933777,0.00453332252464624,-0.00378883091591905,0.00454628547581201,0.0206623981556611,0.000927330430132863,0.11413841856599,0.00454628547581201,0.953,0.00669260786241059,0.143766169969083,0.00321631785032262,1.0109359948304,0.0226173979049561,0.154,0.0114142016803629,-2.63541201433818,0,-0.258316217122768,0.00403317779723442,-0.512287326233508,0.00405554436908757,-0.00434510801202876,0.00401229027180329,-0.258316217122768,0.00403317779723442,0.0829775246495777,0.0021562944456082,0.261450823205035,0.00403317779723442,0.469,0.0157809695519635,0.127540280476815,0.00285331438419031,1.01598865122407,0.0227297171361329,-202.536968052008
94,150,0.693147180559945,0.693147180559945,0.3,0.35,0.00326974012629736,0.00713631071829102,-0.427664560479954,0.00731607288523792,0.434204040732549,0.00712342649811277,0.00326974012629736,0.00713631071829102,0.0508866949378208,0.00231674311155205,0.179867239456226,0.00713631071829102,0.942,0.00739161687318817,0.225669959604718,0.00504865866228704,0.974292190262468,0.0218271232834053,0.348,0.0150630674166984,1.44890358115215,76.5257336489184,0.381563509741649,-0.0425464965357025,0.00839499973778422,-0.536219690118195,0.00860511412833523,0.45112669704679,0.00828474373992113,-0.0425464965357025,0.00839499973778422,0.0722157489442622,0.00352821856938838,0.21072659870322,0.00839499973778422,0.932,0.00796090447122687,0.265473201279144,0.00593913155118497,0.948791461718607,0.021246134221294,0.429,0.0156511660907422,-16.0266634563106,0,-0.218100727406328,0.00661803445887482,-0.620429507736603,0.00680802050206145,0.184228052923946,0.00643756170609719,-0.218100727406328,0.00661803445887482,0.0913225090139252,0.00360617638267337,0.248869101913975,0.00661803445887482,0.823,0.0120694241784768,0.209280625235244,0.00468199862885369,0.980853137273695,0.0219457749502424,-104.214485770563
95,300,0.693147180559945,0.693147180559945,0.3,0.35,0.00455604659505115,0.00547217027133352,-0.324301914532178,0.00554681877585759,0.333414007722281,0.00545173992319157,0.00455604659505115,0.00547217027133352,0.0299354603915642,0.00132639888471645,0.137963059083734,0.00547217027133352,0.949,0.00695693898205238,0.173045218016755,0.00387134486325921,0.969617994111059,0.0216992664405641,0.275,0.0141200212464429,2.63286477792758,154.42574222031,0.58416701227003,-0.0391514508450415,0.00602585009642805,-0.399202958304633,0.00610027368858914,0.32090005661455,0.00597779927579493,-0.0391514508450415,0.00602585009642805,0.037807394618509,0.00178099924378255,0.153008616620103,0.00602585009642805,0.937,0.00768316341099159,0.190554111434579,0.00426305152450819,0.964047025324668,0.0215712446546865,0.315,0.0146892818068141,-20.5461065889848,0,-0.213473621658433,0.00504083356843955,-0.521149781724756,0.00510817703303318,0.0942025384078888,0.0049765386557639,-0.213473621658433,0.00504083356843955,0.0709555802056103,0.00242945009024806,0.226043084390085,0.00504083356843955,0.71,0.0143492160064583,0.159405153821032,0.00356619114064363,0.984789471844724,0.0220320343824282,-133.918895682698
96,600,0.693147180559945,0.693147180559945,0.3,0.35,-0.00254893816319062,0.00405130296210161,-0.265883625461259,0.00406215082719313,0.260785749134877,0.00406259878798879,-0.00254893816319062,0.00405130296210161,0.0164031397208023,0.000711637200077432,0.103380814893743,0.00405130296210161,0.962,0.00604615580348373,0.128113448516279,0.0028661372242017,1.04873378002503,0.0234644232777999,0.194,0.0125045591685593,-1.98959452946638,308.442606237462,1.01805509697788,-0.0470668510541008,0.00445715122560239,-0.326636729841301,0.00446719729143899,0.2325030277331,0.00445565544718261,-0.0470668510541008,0.00445715122560239,0.0220616193189899,0.000995159418764978,0.118259123134795,0.00445715122560239,0.935,0.0077958322198467,0.140947497487145,0.00315325888019204,1.01201026517717,0.0226414675431521,0.188,0.0123554036761249,-33.3931796542846,0,-0.22229935778527,0.00392039269018954,-0.470867889973186,0.00393485127837402,0.0262691744026459,0.00390719628142432,-0.22229935778527,0.00392039269018954,0.0647711138381897,0.00185764977639466,0.225427130517894,0.00392039269018954,0.587,0.0155701958882989,0.123973702232738,0.00277352336469341,1.02298316341474,0.0228861673539199,-179.311703838564
97,150,1.10866262452161,0.693147180559945,0.3,0.35,-0.00834135966253788,0.00691818245441242,-0.42289304098923,0.00697519754226426,0.406210321664155,0.00700430469793915,-0.00834135966253788,0.00691818245441242,0.0478829655050871,0.00215489697104291,0.17213360798975,0.00691818245441242,0.928,0.00817410545564467,0.218772138245572,0.00489434150985452,0.966804311096502,0.0216545225275772,0.363,0.0152062815967613,-3.81280711951294,77.0848315153747,0.388827432606211,-0.12052806838368,0.00786584986055696,-0.60785670932382,0.00799474217123957,0.366800572556459,0.00783233054616875,-0.12052806838368,0.00786584986055696,0.0763367377030962,0.00354592489242096,0.219551894194002,0.00786584986055696,0.931,0.00801492358042171,0.248740012922778,0.00556477886157124,0.999604477103783,0.0223812672125884,0.497,0.015811103693291,-48.4554402677057,0,-0.182519389068649,0.00647944814571252,-0.575986133446457,0.00663507823257733,0.210947355309159,0.0063303766745087,-0.182519389068649,0.00647944814571252,0.0752545924106971,0.00319320704799066,0.221799975364484,0.00647944814571252,0.847,0.0113838042850358,0.204898141214061,0.00458395427259718,0.979765002475845,0.0219206940405338,-89.0781087554948
98,300,1.10866262452161,0.693147180559945,0.3,0.35,0.0151286420613981,0.00519948684637813,-0.305062767163299,0.00521882203654632,0.335320051286095,0.00523414361122525,0.0151286420613981,0.00519948684637813,0.0272365046128155,0.00122117755384299,0.132667759252262,0.00519948684637813,0.953,0.00669260786241059,0.164422210986409,0.00367843208384021,0.993576018702321,0.0222350487661424,0.326,0.0148230900961979,9.201093921945,153.735804296305,0.615825937746263,-0.0876111956815217,0.00585930104145268,-0.443391979775006,0.00591827008125292,0.268169588411962,0.00582661251993337,-0.0876111956815217,0.00585930104145268,0.0419727988944199,0.00196271236055911,0.162086451419753,0.00585930104145268,0.925,0.00832916562447884,0.185287367875871,0.00414522463015198,0.979689796669291,0.0219211068689584,0.408,0.0155414285057713,-47.2839550185713,0,-0.174132788923635,0.0049043196234624,-0.475731209539403,0.00496137279357181,0.127465631692134,0.00484953287651994,-0.174132788923635,0.0049043196234624,0.0543505267964323,0.00214697840271129,0.194286431802373,0.0049043196234624,0.811,0.012380589646701,0.155088203836005,0.00346961290322673,0.992206815085069,0.0221978516698633,-112.279841159143
99,600,1.10866262452161,0.693147180559945,0.3,0.35,0.00590988039699454,0.00414247923317566,-0.25005810406132,0.00413632238320138,0.261877864855309,0.00416593765623703,0.00590988039699454,0.00414247923317566,0.0171779007494011,0.000760037383860639,0.105424996793209,0.00414247923317566,0.96,0.00619677335393187,0.130996695367828,0.00293064084363816,0.996958815226623,0.0223055581038841,0.251,0.0137112727345057,4.51147288899164,309.56276342196,1.01599950562818,-0.104697845320296,0.00437694433335573,-0.379903356834823,0.00437881278299461,0.170507666194231,0.00438339408164548,-0.104697845320296,0.00437694433335573,0.0301001228703102,0.00130205689508379,0.139743445692904,0.00437694433335573,0.882,0.0102017645532525,0.138411132851714,0.00309651566408202,1.01446720723669,0.0226963919952525,0.342,0.0150011999520038,-75.6426474974838,0,-0.172846111700478,0.00380668026675351,-0.416419373479515,0.00381342638778194,0.0707271500785586,0.00380086945764477,-0.172846111700478,0.00380668026675351,0.0443521021686115,0.00144415915519904,0.180297435254733,0.00380668026675351,0.713,0.0143049292203771,0.120377799669584,0.00269307630538608,1.0323693924279,0.023096118980083,-143.5863690605
100,150,0.400477566597125,1.10866262452161,0.3,0.35,-0.011760258637349,0.00683792519673788,-0.445382534895154,0.00702584248859667,0.421862017620456,0.00681223209752883,-0.011760258637349,0.00683792519673788,0.0468487674584039,0.00219855938157783,0.171185528315034,0.00683792519673788,0.951,0.00682634602111555,0.216234180915467,0.00483756266218868,1.02314962247121,0.0229190012955527,0.155,0.0114444309600784,-5.43866773863404,77.2302465649122,0.396053568104663,0.107688153255955,0.00789673484770347,-0.385109380234897,0.00790927499026547,0.600485686746807,0.00799322872994356,0.107688153255955,0.00789673484770347,0.0738928011853575,0.00340927501150136,0.214279414705584,0.00789673484770347,0.922,0.00848033018225116,0.249716681971658,0.00558662877310778,1.00686878882544,0.0225466065839162,0.252,0.013729384545565,43.1241326793606,0,-0.372626533467489,0.00609882252310929,-0.777811525624733,0.00628761083357626,0.0325584586897548,0.00592212262852462,-0.372626533467489,0.00609882252310929,0.176008973976215,0.00492129470390737,0.375502969276983,0.00609882252310929,0.576,0.0156276677722557,0.192861702181603,0.00431467664126888,1.0719123247594,0.0239834057363849,-193.209190447057
101,300,0.400477566597125,1.10866262452161,0.3,0.35,0.0041258508420254,0.00537563606989208,-0.326290850844488,0.00545738607104885,0.334542552528538,0.00534641864029016,0.0041258508420254,0.00537563606989208,0.0288855883379395,0.00127405214155993,0.135644211941138,0.00537563606989208,0.943,0.00733150734842434,0.169992538530151,0.00380305071919046,0.991708512919333,0.0221932665301104,0.124,0.0104222838188182,2.4270776104056,155.160174464483,0.58844777113833,0.133302494335981,0.00607331786015893,-0.227199426761173,0.00608480989799669,0.493804415433135,0.00608711588618912,0.133302494335981,0.00607331786015893,0.0546178596368892,0.00229425048244415,0.187670320089319,0.00607331786015893,0.869,0.0106695360723885,0.192055173922822,0.00429663309711616,0.957708806454085,0.0214292179384523,0.241,0.0135247550809617,69.4084369679875,0,-0.365904379229956,0.00496887972238044,-0.676114554856434,0.00504620057503798,-0.0556942036034781,0.00489483766873744,-0.365904379229956,0.00496887972238044,0.158551090669448,0.00387097338108745,0.366676582845351,0.00496887972238044,0.367,0.0152417518678136,0.157129773421473,0.00351528662954098,1.00727826835878,0.0225352163642944,-232.867629897538
102,600,0.400477566597125,1.10866262452161,0.3,0.35,0.00779468985344187,0.00403442835709396,-0.256745021929811,0.00405681539328637,0.272334401636695,0.00402876682388707,0.00779468985344187,0.00403442835709396,0.0163210927462667,0.000699838976482121,0.10199864584582,0.00403442835709396,0.965,0.00581162627841812,0.127579826651881,0.00285419910601884,1.05793936537533,0.0236697960757726,0.071,0.00812151463706124,6.10965703434508,307.694072635721,0.971655536000732,0.133467661537142,0.00451113403772616,-0.146847221585858,0.00450127710844234,0.413782544660141,0.00452884390670353,0.133467661537142,0.00451113403772616,0.0381435966522183,0.00149885072588701,0.159673804400827,0.00451113403772616,0.838,0.0116514376795312,0.142654583895266,0.00319144959284483,1.00256452782911,0.0224300792854754,0.18,0.01214907403879,93.5600230239577,0,-0.366338537833805,0.00391175012512666,-0.616869323796904,0.00393010670354881,-0.115807751870706,0.00389458304577598,-0.366338537833805,0.00391175012512666,0.149490411554597,0.00296133644574331,0.366480128377779,0.00391175012512666,0.176,0.0120425910833176,0.123700400328489,0.00276740909042881,1.03333682051831,0.0231177951172831,-296.149840146827
103,150,0.693147180559945,1.10866262452161,0.3,0.35,0.00520822857620467,0.00674659434738885,-0.41447737995211,0.00694956190184965,0.42489383710452,0.00667150469364541,0.00520822857620467,0.00674659434738885,0.0454981443978329,0.00213878401021279,0.16823875805144,0.00674659434738885,0.948,0.00702111102319284,0.21334604586966,0.00477294968471305,1.00367102786417,0.0224765700697334,0.224,0.0131842330076497,2.44121167325807,76.7964033955845,0.386796886284985,0.134185364805047,0.00817470019737634,-0.352280475582552,0.00822677474061738,0.620651205192646,0.00821570211001901,0.134185364805047,0.00817470019737634,0.0847646097215314,0.00390964510550023,0.229513089151668,0.00817470019737634,0.896,0.00965318600255895,0.258506718127372,0.00578327830615637,0.960135271910494,0.0214977751393246,0.347,0.0150529399121899,51.9078830047778,0,-0.315288301836134,0.00629965735401956,-0.714397631041985,0.00646763302367885,0.0838210273697171,0.00614031304121419,-0.315288301836134,0.00629965735401956,0.139052710369988,0.00425856374621358,0.326743038401031,0.00629965735401956,0.653,0.0150529399121899,0.199212657173315,0.0044567593712382,1.02217877836868,0.0228700090131307,-158.267203655555
104,300,0.693147180559945,1.10866262452161,0.3,0.35,0.00184163222943241,0.00517962435687957,-0.320010762554936,0.00523234369233462,0.323694027013801,0.00517525761991773,0.00184163222943241,0.00517962435687957,0.0268050715791702,0.00118433970143268,0.130846427084006,0.00517962435687957,0.954,0.00662449998113065,0.163794103918243,0.00366438015510279,1.00256003747472,0.0224353481173724,0.155,0.0114444309600784,1.12435807234652,155.297637240464,0.622650699020152,0.134773737877162,0.00571958367925563,-0.221091058250973,0.00571346785769574,0.490638534005297,0.00575485800218269,0.134773737877162,0.00571958367925563,0.0508448842479252,0.00228853834260813,0.18067864507774,0.00571958367925563,0.888,0.00997276290703835,0.180869116943737,0.00404638010126676,1.00385854090725,0.0224621749970861,0.267,0.0139896747639107,74.5145109096129,0,-0.314466519768777,0.00483446277064495,-0.619828486513048,0.00488801214765712,-0.00910455302450678,0.0047834325327612,-0.314466519768777,0.00483446277064495,0.122237850305958,0.0033125215073375,0.315978382401887,0.00483446277064495,0.472,0.0157865765763195,0.152879136185262,0.00342019193222094,1.01910429737845,0.0227996225418814,-205.69616470602
105,600,0.693147180559945,1.10866262452161,0.3,0.35,0.000804081517548131,0.00414201598153515,-0.257090850242352,0.00416585686502374,0.258699013277448,0.00413277138723045,0.000804081517548131,0.00414201598153515,0.0171397866419882,0.000737658682438519,0.105504679159844,0.00414201598153515,0.958,0.00634318531969546,0.13098204606469,0.00293031311135463,1.00457634164289,0.0224757125647153,0.091,0.00909499862561837,0.613886820145569,310.630356688445,0.993181819299827,0.13275372887124,0.00451418613013783,-0.14316291254656,0.00449512303519827,0.40867037028904,0.00454083134132576,0.13275372887124,0.00451418613013783,0.0379810510703299,0.00146836229663223,0.159722198409163,0.00451418613013783,0.836,0.0117091417277271,0.142751099531768,0.00319360882797354,0.986166718873414,0.0220631971330808,0.225,0.0132051126462443,92.9966419219745,0,-0.32124543735356,0.00403352426134779,-0.567822476192195,0.00404407072953178,-0.0746683985149253,0.00402387323533537,-0.32124543735356,0.00403352426134779,0.119451679669395,0.00267844531241692,0.321748526849714,0.00403352426134779,0.276,0.0141359117144951,0.127551236634073,0.00285355949389983,0.986324607302927,0.0220660098489458,-251.855995936103
106,150,1.10866262452161,1.10866262452161,0.3,0.35,-0.00906475697008954,0.00673816844711733,-0.417737107671104,0.00693621326136622,0.399607593730925,0.00665602278606515,-0.00906475697008954,0.00673816844711733,0.0454396809266326,0.00201198352307235,0.169473574258876,0.00673816844711733,0.938,0.00762600813007697,0.213079595507706,0.00476698869225173,0.9785551371255,0.0219122139938705,0.276,0.0141359117144951,-4.25416471647174,77.2346464670181,0.387112471104737,0.110992395454996,0.00798215927605418,-0.371989310433917,0.00803059820568159,0.593974101343908,0.00802211844197294,0.110992395454996,0.00798215927605418,0.0759704636904277,0.00342119434873674,0.2198474297543,0.00798215927605418,0.921,0.00852988862764339,0.252418039585719,0.0056470631904403,0.976252593504771,0.0218571836626954,0.393,0.015445096309185,43.971657349515,0,-0.262097130823453,0.00626894202897366,-0.65418255354343,0.00641065880482839,0.129988291896523,0.00613411254319328,-0.262097130823453,0.00626894202897366,0.107955240514356,0.00383351130792441,0.278641596979517,0.00626894202897366,0.753,0.0136378517369856,0.19824135331114,0.00443502948895315,1.00910963123698,0.0225771502580415,-132.211128730589
107,300,1.10866262452161,1.10866262452161,0.3,0.35,-0.00146269054994163,0.00501310251490197,-0.31723201982224,0.0050778679354033,0.314306638722357,0.0049931657532327,-0.00146269054994163,0.00501310251490197,0.0251082050917365,0.00111454589132676,0.126780141661843,0.00501310251490197,0.953,0.00669260786241059,0.158528220910084,0.00354657251287032,1.01628442023694,0.0227417923067085,0.187,0.0123300851578568,-0.922668873431219,153.83257560658,0.615794760229143,0.124441888490926,0.00586618828449393,-0.228738107907106,0.00584715090903055,0.477621884888958,0.00591114364149943,0.124441888490926,0.00586618828449393,0.0498635364353328,0.00212808066949044,0.17894369178894,0.00586618828449393,0.887,0.0100115433375679,0.185505161623966,0.00415009708324604,0.9713863770764,0.0217352206529717,0.322,0.0147755202954075,67.0827093982321,0,-0.263155786154778,0.00468734261656952,-0.563433527305547,0.0047321268347053,0.0371219549959916,0.00464462769805693,-0.263155786154778,0.00468734261656952,0.0912001774110427,0.00266903886451696,0.267690062682652,0.00468734261656952,0.613,0.015402305022301,0.14822678841933,0.00331611021975204,1.0335901221623,0.0231236226652554,-177.53591571472
